File,Pitch,Formant,MFCC_1,MFCC_2,MFCC_3,MFCC_4,MFCC_5,MFCC_6,MFCC_7,MFCC_8,MFCC_9,MFCC_10,MFCC_11,MFCC_12,MFCC_13
processed_arctic_b0529.wav,1121.5928,161.4990234375,-257.93353,122.84292,20.553986,37.95168,4.528788,4.079376,6.2773695,-16.546917,-8.456705,9.763151,-6.2369475,0.33601868,11.284031
processed_arctic_b0519.wav,739.032,139.24632352941177,-286.21503,93.95772,28.37024,39.280315,21.767487,-0.41633815,-5.1733356,3.9105701,-9.400317,-0.58222824,-5.478083,14.582158,1.9394867
processed_arctic_b0527.wav,884.5818,162.19682835820896,-267.04358,115.99228,19.882538,39.821564,15.064874,-0.6562492,-12.270298,-3.891503,-6.8752074,-7.230291,-2.2859943,16.924757,6.0831575
processed_arctic_b0538.wav,1119.2845,181.03853383458647,-264.72586,96.20493,34.617725,44.60127,14.921163,4.976901,-11.511363,-12.91052,2.17701,2.254196,-7.5340514,6.048023,13.626824
processed_arctic_b0520.wav,1202.0945,115.14136904761905,-278.69247,88.04781,21.072437,31.040997,19.164032,2.5680687,-2.1832557,2.1461506,-4.490705,0.052225024,-3.6021676,14.448612,5.8211927
processed_arctic_b0531.wav,1185.6862,441.94711538461536,-193.11974,95.48022,30.708303,40.428574,7.1657224,6.286837,-9.062844,-26.713783,-0.29012194,0.7264472,-12.918344,2.1383343,7.6331806
processed_arctic_b0511.wav,519.2889,116.77631578947368,-299.23624,102.312485,17.200457,47.255154,15.544327,7.2274866,0.7484595,-4.032123,0.22053625,-2.2171996,-4.4063764,10.639851,5.7503295
processed_arctic_b0525.wav,625.2359,114.82224770642202,-318.06052,105.04119,20.438498,48.24272,21.090837,-0.066404626,2.1193352,-1.9679279,-1.9006096,-5.8136334,-1.6974133,15.563442,7.823275
processed_arctic_b0510.wav,793.15186,108.37765957446808,-312.47256,102.9529,33.678562,32.519924,10.90722,7.7704024,5.7593994,-0.7952051,-5.4870477,-0.6553445,-3.1180134,8.892498,7.6078687
processed_arctic_b0521.wav,915.00946,95.88579136690647,-315.35876,106.79377,15.373567,24.039291,11.878927,4.343937,11.580616,6.907075,0.001002689,3.2339346,0.2796668,12.774988,5.0474973
processed_arctic_b0526.wav,990.4604,190.14616935483872,-305.55023,84.93585,24.475122,31.422144,22.026413,7.9633145,-0.85066223,7.6749554,-2.2056437,-0.41531798,-1.7159946,15.392889,4.79158
processed_arctic_b0530.wav,770.0253,194.61805555555554,-267.91507,105.06677,36.348873,58.551933,9.785986,-0.5952522,-0.42054892,-18.65198,-4.6565533,-1.271703,-10.600354,1.5298355,9.627664
processed_arctic_b0518.wav,1218.6003,178.84615384615384,-271.96384,89.3834,26.957132,22.968664,6.35704,8.9897785,-3.2126021,2.2367122,-6.296044,-0.07298725,-5.1110144,14.019648,3.3192666
processed_arctic_b0539.wav,949.577,266.91771582733816,-281.43024,114.050224,28.934137,40.55186,12.334868,3.5473113,3.8456795,-13.815647,-2.7804613,2.737864,-5.9483614,5.5264716,7.5469627
processed_arctic_b0528.wav,1005.0581,517.03125,-236.74579,89.267914,26.968596,36.935978,-3.2911003,18.07655,-8.307757,-1.2162677,-10.787615,10.42563,-5.558954,3.1782866,-0.32879964
processed_arctic_b0514.wav,723.53644,215.73329207920793,-303.1377,105.51417,25.013382,29.69625,18.416033,3.4038846,4.4990335,3.9803793,-5.132594,1.1299534,-1.5907724,11.569259,2.4537835
processed_arctic_b0536.wav,1017.5485,178.36334745762713,-244.77461,110.378296,18.95178,42.271523,10.558358,-2.5079622,0.82345444,-16.309647,-3.1800969,-1.3230149,-5.2534704,5.371928,5.107224
processed_arctic_b0515.wav,815.51013,119.73314606741573,-276.79825,102.19311,24.406881,33.886776,13.592732,8.440595,-0.4342717,-0.976838,-5.7437577,0.74326986,-3.5993636,13.680877,6.0581274
processed_arctic_b0534.wav,806.13513,154.76452464788733,-264.47894,111.72528,24.660322,39.965954,17.063725,4.8677917,-4.035055,-16.306778,-1.116313,1.8200561,-7.8710165,4.1460166,8.763823
processed_arctic_b0537.wav,1272.0562,303.5552536231884,-226.42915,99.398506,23.725449,47.898125,10.449887,5.5967274,-4.6580033,-19.262693,-3.9303548,4.496386,-9.823222,0.15030311,10.8362875
processed_arctic_b0513.wav,887.05084,145.78474813432837,-331.95486,100.180244,19.524343,28.16775,16.181534,12.071627,8.074431,4.6012864,1.0637642,2.358454,-1.6670052,12.071749,6.408483
processed_arctic_b0523.wav,1141.5956,137.67857142857142,-292.1195,104.65538,12.786058,33.971294,19.00124,6.208288,-5.2742834,-0.041732177,-2.4648566,-0.6014204,-0.22956058,14.57949,5.860418
processed_arctic_b0512.wav,833.24725,173.15673828125,-316.26794,81.14198,37.394814,46.85834,24.912771,12.962828,-0.76621497,-2.051616,-3.3417552,0.5337868,-3.3116548,9.877641,6.994496
processed_arctic_b0524.wav,1203.9667,219.75651840490798,-283.53082,91.67385,21.139164,34.273216,16.20625,4.7782593,0.32220244,-2.4529016,-3.5986316,1.4446273,-6.3182015,13.62292,5.964946
processed_arctic_b0535.wav,1056.1259,182.84254807692307,-225.05284,117.77625,14.819604,38.20178,9.704596,2.93778,-2.812739,-19.900188,-5.6113935,2.1450708,-7.7661524,3.6192012,6.3661084
processed_arctic_b0533.wav,1071.3605,257.0891203703704,-258.8397,115.42399,27.683947,30.985462,7.4607234,4.870105,3.3323002,-15.186271,-2.8730323,2.427624,-8.174764,3.4601474,9.171313
processed_arctic_b0532.wav,1020.69666,211.6205601092896,-237.79973,105.85801,29.428724,36.701824,7.6530037,4.0139756,0.11248531,-19.482681,-5.929959,2.197989,-7.066169,2.528647,7.1291585
processed_arctic_b0522.wav,1107.5061,99.77213541666667,-289.04184,88.792534,13.584364,23.799965,14.817339,4.6334467,8.84727,3.897637,-1.811912,-1.1976604,-1.3700645,13.36262,5.174178
processed_arctic_b0517.wav,1062.697,111.72945205479452,-290.78098,91.19178,22.897371,43.67508,19.465555,-10.753253,-1.7676116,0.42101738,-5.287383,-2.7447116,-6.105612,13.733402,4.847463
processed_arctic_b0516.wav,1409.4403,203.3646472392638,-226.39417,94.01242,9.862428,19.414938,9.196497,3.150703,-5.6120176,2.0066602,-3.0489604,3.8250582,-7.339288,13.484579,2.0805304
